timestamp_ms,rssi
93541,-32
93770,-33
94000,-32
94229,-34
94458,-32
94687,-31
94916,-33
95146,-33
95375,-31
95604,-33
95833,-32
96063,-31
96292,-34
96521,-32
96750,-33
96980,-34
97209,-32
97438,-33
97668,-32
97897,-32
98126,-33
98355,-32
98585,-33
98820,-33
99050,-33
99279,-33
99508,-32
99737,-32
99967,-31
100196,-34
100425,-31
100654,-33
100884,-33
101113,-33
101342,-32
101571,-32
101801,-32
102029,-34
102259,-32
102488,-32
102717,-32
102946,-32
103176,-31
103405,-32
103634,-32
103863,-31
104093,-32
104322,-32
104551,-32
104781,-32
105010,-32
105239,-31
105468,-30
105698,-33
105927,-31
106156,-33
106385,-33
106614,-32
106844,-32
107073,-32
107302,-32
107531,-32
107761,-32
107990,-31
108219,-32
108448,-32
108678,-32
108907,-32
109136,-32
109365,-31
109601,-31
109831,-31
110060,-33
110289,-32
110518,-32
110748,-32
110977,-33
111206,-31
111435,-31
111665,-31
111894,-31
112123,-33
112352,-31
112582,-32
112811,-31
113040,-30
113269,-32
113498,-31
113729,-32
113959,-32
114188,-32
114417,-32
114646,-33
114876,-30
115105,-32
115334,-32
115563,-33
115793,-34
116022,-32
116251,-33
116480,-32
116710,-32
116939,-33
117168,-32
117397,-32
117627,-33
117856,-31
